,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
794,"[['car', 0.6496284604072571]]",e9378db5-19fc-4fb5-893a-58bf8472693f,yolov5n,"[640, 477]",5328.46,5328.46,164.5,76.49,31.34958071278826,5328.459621859629,750912399_32f415ecb1_z_degraded.jpg,1,car
795,"[['car', 0.6620997786521912], ['truck', 0.4235532581806183]]",e9378db5-19fc-4fb5-893a-58bf8472693f,yolov8n,"[640, 477]",5328.46,5328.46,164.5,76.49,31.34958071278826,5328.459621859629,750912399_32f415ecb1_z_degraded.jpg,1,car
796,"[['person', 0.8141934871673584]]",a66eb4f1-5a41-4d03-a890-1adfa5ab122e,yolov5n,"[640, 425]",1411.15,1411.15,181.26,99.53,34.18051470588235,1411.146558608942,9755183855_953c4f062c_z_degraded.jpg,0,bicycle
797,"[['person', 0.9142776131629944]]",a66eb4f1-5a41-4d03-a890-1adfa5ab122e,yolov8n,"[640, 425]",1411.15,1411.15,181.26,99.53,34.18051470588235,1411.146558608942,9755183855_953c4f062c_z_degraded.jpg,0,bicycle
798,"[['person', 0.3555675745010376]]",d9486188-5b68-4753-b4d7-18b9e34c5f7a,yolov5n,"[469, 639]",1763.34,1763.34,149.68,77.25,41.9975908519108,1763.3406845729774,202416281_527efb7418_z_degraded.jpg,1,person
799,"[['person', 0.7755637168884277], ['train', 0.5510252714157104]]",d9486188-5b68-4753-b4d7-18b9e34c5f7a,yolov8n,"[469, 639]",1763.34,1763.34,149.68,77.25,41.9975908519108,1763.3406845729774,202416281_527efb7418_z_degraded.jpg,1,person
800,[],38e5de18-1b71-4f1b-a9ec-ca6cd3a87967,yolov5n,"[640, 427]",652.6,652.6,214.41,51.45,66.83218676814988,652.6024395862521,8591221048_8fe555a40c_z_degraded.jpg,0,dog
801,"[['bird', 0.7462217211723328]]",38e5de18-1b71-4f1b-a9ec-ca6cd3a87967,yolov8n,"[640, 427]",652.6,652.6,214.41,51.45,66.83218676814988,652.6024395862521,8591221048_8fe555a40c_z_degraded.jpg,0,dog
802,[],c8a29aae-ba81-48f2-8363-fa1df603d1aa,yolov5n,"[640, 498]",604.57,604.57,220.23,82.29,58.80490712851405,604.5688410393581,9372235876_d7d69f1790_z_degraded.jpg,0,cat
803,"[['teddy bear', 0.42454782128334045], ['cat', 0.40425387024879456]]",c8a29aae-ba81-48f2-8363-fa1df603d1aa,yolov8n,"[640, 498]",604.57,604.57,220.23,82.29,58.80490712851405,604.5688410393581,9372235876_d7d69f1790_z_degraded.jpg,1,cat
804,"[['cat', 0.39481717348098755]]",5090e1b4-c1eb-4860-a142-f1dc546407a4,yolov5n,"[640, 426]",889.17,889.17,128.37,87.78,13.200190727699528,889.1679058585916,2206074222_69cc088500_z_degraded.jpg,1,cat
805,"[['cat', 0.9036920070648193]]",5090e1b4-c1eb-4860-a142-f1dc546407a4,yolov8n,"[640, 426]",889.17,889.17,128.37,87.78,13.200190727699528,889.1679058585916,2206074222_69cc088500_z_degraded.jpg,1,cat
806,[],0bf06086-bc17-4826-935d-def12854d5b4,yolov5n,"[639, 474]",1381.32,1381.32,61.29,71.85,24.696420435411344,1381.3181524441475,3069852951_85b984b709_z_degraded.jpg,0,cat
807,"[['cat', 0.6363880038261414]]",0bf06086-bc17-4826-935d-def12854d5b4,yolov8n,"[639, 474]",1381.32,1381.32,61.29,71.85,24.696420435411344,1381.3181524441475,3069852951_85b984b709_z_degraded.jpg,1,cat
808,"[['person', 0.7677659392356873], ['motorcycle', 0.3955744206905365]]",86e65cec-a63e-417b-bca7-b9cfbfb8f876,yolov5n,"[640, 407]",7046.28,7046.28,182.45,75.3,48.95999692874693,7046.283226128209,14265143426_0770389597_z_degraded.jpg,0,bicycle
809,"[['person', 0.7911741733551025], ['motorcycle', 0.48769909143447876]]",86e65cec-a63e-417b-bca7-b9cfbfb8f876,yolov8n,"[640, 407]",7046.28,7046.28,182.45,75.3,48.95999692874693,7046.283226128209,14265143426_0770389597_z_degraded.jpg,0,bicycle
810,"[['person', 0.3525342345237732]]",7eec65c4-5fce-4a2a-a5cd-99087df51a96,yolov5n,"[457, 640]",4849.18,4849.18,145.36,86.01,38.88368435448577,4849.176189022509,16789366715_633121f7bb_z_degraded.jpg,1,person
811,"[['person', 0.8911828398704529]]",7eec65c4-5fce-4a2a-a5cd-99087df51a96,yolov8n,"[457, 640]",4849.18,4849.18,145.36,86.01,38.88368435448577,4849.176189022509,16789366715_633121f7bb_z_degraded.jpg,1,person
812,"[['cat', 0.6592451333999634]]",072cf349-890a-496d-950e-f5bdff55a8eb,yolov5n,"[640, 480]",172.36,172.36,203.22,27.88,70.41959635416667,172.3577421220144,3582713912_3d9ac5ecc9_z_degraded.jpg,1,cat
813,"[['cat', 0.6144531965255737], ['cat', 0.3913037180900574]]",072cf349-890a-496d-950e-f5bdff55a8eb,yolov8n,"[640, 480]",172.36,172.36,203.22,27.88,70.41959635416667,172.3577421220144,3582713912_3d9ac5ecc9_z_degraded.jpg,1,cat
814,"[['person', 0.303440660238266]]",4fa2d282-6567-4c23-bd43-a4e7771014da,yolov5n,"[640, 421]",2256.81,2256.81,159.57,76.4,34.771006532066515,2256.8089628647267,4380790081_1cbcb573ec_z_degraded.jpg,1,person
815,"[['person', 0.7809239029884338]]",4fa2d282-6567-4c23-bd43-a4e7771014da,yolov8n,"[640, 421]",2256.81,2256.81,159.57,76.4,34.771006532066515,2256.8089628647267,4380790081_1cbcb573ec_z_degraded.jpg,1,person
816,[],f724fd8d-62b2-4822-8f13-e7b61bc7ba24,yolov5n,"[427, 640]",40.05,40.05,87.64,80.3,37.138100117096016,40.05301963323983,225687978_713319e6c1_z_degraded.jpg,0,cat
817,[],f724fd8d-62b2-4822-8f13-e7b61bc7ba24,yolov8n,"[427, 640]",40.05,40.05,87.64,80.3,37.138100117096016,40.05301963323983,225687978_713319e6c1_z_degraded.jpg,0,cat
818,[],1b8fbb4e-fbc8-42b0-b901-04110f6cc1e1,yolov5n,"[640, 425]",4662.88,4662.88,219.85,50.02,82.1783088235294,4662.875261513355,5594762666_e157f338f0_z_degraded.jpg,0,person
819,"[['fire hydrant', 0.475845068693161]]",1b8fbb4e-fbc8-42b0-b901-04110f6cc1e1,yolov8n,"[640, 425]",4662.88,4662.88,219.85,50.02,82.1783088235294,4662.875261513355,5594762666_e157f338f0_z_degraded.jpg,0,person
820,"[['cat', 0.29198312759399414], ['mouse', 0.26690614223480225]]",9fdcc1e3-01a7-44b8-a5d2-a77236a6e671,yolov5n,"[640, 427]",1153.07,1153.07,167.9,60.91,58.36834016393443,1153.0654639281524,7685782426_d3615820e9_z_degraded.jpg,1,cat
821,"[['cat', 0.6758295893669128], ['mouse', 0.6145216822624207], ['cell phone', 0.4719906151294708]]",9fdcc1e3-01a7-44b8-a5d2-a77236a6e671,yolov8n,"[640, 427]",1153.07,1153.07,167.9,60.91,58.36834016393443,1153.0654639281524,7685782426_d3615820e9_z_degraded.jpg,1,cat
822,"[['person', 0.8760626912117004], ['person', 0.6774320006370544], ['cat', 0.41746991872787476]]",1e97c006-b296-43cf-9d8b-68821e3343aa,yolov5n,"[640, 480]",603.3,603.3,193.32,49.74,56.12467447916667,603.2981852009987,5093076088_7bc77ec199_z_degraded.jpg,0,dog
823,"[['person', 0.9099679589271545], ['person', 0.9059110879898071], ['dog', 0.6259560585021973], ['dog', 0.6133281588554382]]",1e97c006-b296-43cf-9d8b-68821e3343aa,yolov8n,"[640, 480]",603.3,603.3,193.32,49.74,56.12467447916667,603.2981852009987,5093076088_7bc77ec199_z_degraded.jpg,1,dog
824,"[['person', 0.6599605679512024]]",06612867-b9ce-4144-847f-bd494d1ac8e5,yolov5n,"[639, 469]",607.93,607.93,139.51,61.95,53.11570918045586,607.9252967977449,3300269400_c276d7a1a7_z_degraded.jpg,1,person
825,"[['person', 0.9374667406082153]]",06612867-b9ce-4144-847f-bd494d1ac8e5,yolov8n,"[639, 469]",607.93,607.93,139.51,61.95,53.11570918045586,607.9252967977449,3300269400_c276d7a1a7_z_degraded.jpg,1,person
826,[],9658a3c8-df8d-4d4c-aede-20ea96e32203,yolov5n,"[639, 590]",1876.96,1876.96,191.3,45.37,59.26102755895069,1876.960826526577,2698863450_3a10857081_z_degraded.jpg,0,dog
827,"[['dog', 0.3006134331226349]]",9658a3c8-df8d-4d4c-aede-20ea96e32203,yolov8n,"[639, 590]",1876.96,1876.96,191.3,45.37,59.26102755895069,1876.960826526577,2698863450_3a10857081_z_degraded.jpg,1,dog
828,[],cc6a34d2-0f08-49b7-af0c-13d59f54997a,yolov5n,"[612, 612]",3021.69,3021.69,189.48,70.7,52.106294587551794,3021.6860505511886,8526465743_29a9320d16_z_degraded.jpg,0,cat
829,"[['person', 0.46648916602134705]]",cc6a34d2-0f08-49b7-af0c-13d59f54997a,yolov8n,"[612, 612]",3021.69,3021.69,189.48,70.7,52.106294587551794,3021.6860505511886,8526465743_29a9320d16_z_degraded.jpg,0,cat
830,"[['person', 0.6274809241294861], ['bicycle', 0.5040792226791382]]",22ec987d-9d44-4fa0-b641-5227f8c30d47,yolov5n,"[640, 480]",971.77,971.77,203.47,30.22,42.8681640625,971.7664829442236,2784964324_0b0373fd24_z_degraded.jpg,1,bicycle
831,"[['bicycle', 0.9211020469665527], ['person', 0.7833892703056335]]",22ec987d-9d44-4fa0-b641-5227f8c30d47,yolov8n,"[640, 480]",971.77,971.77,203.47,30.22,42.8681640625,971.7664829442236,2784964324_0b0373fd24_z_degraded.jpg,1,bicycle
832,"[['person', 0.29361942410469055]]",3226f80b-6aab-4cfe-8f90-09286b0b8053,yolov5n,"[427, 640]",3373.13,3373.13,193.34,45.02,62.48060597189695,3373.1263682125277,6117174227_6e5da0556b_z_degraded.jpg,0,bicycle
833,"[['person', 0.7162394523620605], ['clock', 0.32955309748649597]]",3226f80b-6aab-4cfe-8f90-09286b0b8053,yolov8n,"[427, 640]",3373.13,3373.13,193.34,45.02,62.48060597189695,3373.1263682125277,6117174227_6e5da0556b_z_degraded.jpg,0,bicycle
834,"[['person', 0.734452486038208], ['person', 0.6943195462226868], ['car', 0.5976021885871887], ['traffic light', 0.4875859320163727], ['person', 0.34687331318855286], ['car', 0.33804142475128174], ['traffic light', 0.26922035217285156], ['traffic light', 0.25136032700538635]]",e32effe2-307d-49bf-bf40-2a6ea18b98db,yolov5n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
835,"[['person', 0.7730509638786316], ['person', 0.6725919842720032], ['person', 0.6716341972351074], ['truck', 0.5051513314247131], ['truck', 0.4607122838497162], ['car', 0.2566252648830414]]",e32effe2-307d-49bf-bf40-2a6ea18b98db,yolov8n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
836,[],b0b269dd-7d5d-47d8-ab80-9b5c03617805,yolov5n,"[640, 427]",1582.67,1582.67,178.17,72.27,25.767344847775174,1582.6688910798434,12041194676_da91e0d068_z_degraded.jpg,0,cat
837,"[['cat', 0.6035309433937073]]",b0b269dd-7d5d-47d8-ab80-9b5c03617805,yolov8n,"[640, 427]",1582.67,1582.67,178.17,72.27,25.767344847775174,1582.6688910798434,12041194676_da91e0d068_z_degraded.jpg,1,cat
838,"[['person', 0.7326748371124268], ['person', 0.6855360865592957], ['person', 0.5117706060409546]]",14073421-a67b-4644-bed1-5688eeef0c95,yolov5n,"[471, 594]",2110.37,2110.37,194.69,53.44,39.7292100052185,2110.371642057983,8488918795_f8ba7dabb6_z_degraded.jpg,1,person
839,"[['person', 0.8800073266029358], ['person', 0.8711310029029846], ['person', 0.8679828643798828]]",14073421-a67b-4644-bed1-5688eeef0c95,yolov8n,"[471, 594]",2110.37,2110.37,194.69,53.44,39.7292100052185,2110.371642057983,8488918795_f8ba7dabb6_z_degraded.jpg,1,person
840,"[['clock', 0.43923264741897583]]",15e76060-f21a-4f5c-829d-70dddd41a6be,yolov5n,"[640, 302]",5376.97,5376.97,134.7,69.32,26.430049668874172,5376.971448976137,342659307_d5d9d36af5_z_degraded.jpg,0,car
841,"[['person', 0.5540209412574768], ['person', 0.3196476399898529], ['train', 0.316317081451416]]",15e76060-f21a-4f5c-829d-70dddd41a6be,yolov8n,"[640, 302]",5376.97,5376.97,134.7,69.32,26.430049668874172,5376.971448976137,342659307_d5d9d36af5_z_degraded.jpg,0,car
842,"[['person', 0.3555675745010376]]",e1702609-ecd2-455b-8361-20b3e65d216a,yolov5n,"[469, 639]",1763.34,1763.34,149.68,77.25,41.9975908519108,1763.3406845729774,202416281_527efb7418_z_degraded.jpg,1,person
843,"[['person', 0.7755637168884277], ['train', 0.5510252714157104]]",e1702609-ecd2-455b-8361-20b3e65d216a,yolov8n,"[469, 639]",1763.34,1763.34,149.68,77.25,41.9975908519108,1763.3406845729774,202416281_527efb7418_z_degraded.jpg,1,person
844,"[['car', 0.861470103263855], ['car', 0.8519613146781921], ['car', 0.2764430642127991], ['car', 0.2637389004230499]]",cfaa6db4-c8bd-4a53-b5a8-9959f88b0771,yolov8n,"[640, 480]",4786.79,4786.79,166.04,40.46,38.670247395833336,4786.787911479429,5516505342_43268015f4_z_degraded.jpg,1,car
845,"[['car', 0.6522583365440369], ['truck', 0.25007250905036926]]",cfaa6db4-c8bd-4a53-b5a8-9959f88b0771,yolov5n,"[640, 480]",4786.79,4786.79,166.04,40.46,38.670247395833336,4786.787911479429,5516505342_43268015f4_z_degraded.jpg,1,car
846,"[['person', 0.8141934871673584]]",2c1245f0-9a80-4afe-89c7-1532f0311fc6,yolov5n,"[640, 425]",1411.15,1411.15,181.26,99.53,34.18051470588235,1411.146558608942,9755183855_953c4f062c_z_degraded.jpg,0,bicycle
847,"[['person', 0.9142776131629944]]",2c1245f0-9a80-4afe-89c7-1532f0311fc6,yolov8n,"[640, 425]",1411.15,1411.15,181.26,99.53,34.18051470588235,1411.146558608942,9755183855_953c4f062c_z_degraded.jpg,0,bicycle
848,[],a00ced6a-5c76-4dc9-ab5b-57f5e23546ee,yolov5n,"[640, 480]",59.02,59.02,95.79,212.46,0.7473958333333334,59.02270787150063,4414731678_5f70c9f88e_z_degraded.jpg,0,dog
849,"[['bed', 0.6803191304206848], ['cat', 0.42586565017700195], ['couch', 0.37842857837677], ['dog', 0.3160344064235687]]",a00ced6a-5c76-4dc9-ab5b-57f5e23546ee,yolov8n,"[640, 480]",59.02,59.02,95.79,212.46,0.7473958333333334,59.02270787150063,4414731678_5f70c9f88e_z_degraded.jpg,1,dog
850,"[['person', 0.8502867221832275], ['person', 0.30551499128341675]]",10c55e33-5dc4-44b2-8927-0b115d880e93,yolov5n,"[639, 419]",6028.47,6028.47,144.37,118.17,39.90050085717167,6028.473746020914,5316877862_ccdebd50e5_z_degraded.jpg,1,person
851,"[['person', 0.912589430809021], ['person', 0.9016684293746948]]",10c55e33-5dc4-44b2-8927-0b115d880e93,yolov8n,"[639, 419]",6028.47,6028.47,144.37,118.17,39.90050085717167,6028.473746020914,5316877862_ccdebd50e5_z_degraded.jpg,1,person
852,"[['person', 0.7600971460342407]]",e7f22dd9-2569-47a4-aa6c-5bcd51679a6f,yolov5n,"[640, 480]",4906.4,4906.4,138.57,102.81,38.459635416666664,4906.396439843751,4370423313_49f3722e85_z_degraded.jpg,0,car
853,"[['person', 0.684910774230957], ['car', 0.3980782628059387]]",e7f22dd9-2569-47a4-aa6c-5bcd51679a6f,yolov8n,"[640, 480]",4906.4,4906.4,138.57,102.81,38.459635416666664,4906.396439843751,4370423313_49f3722e85_z_degraded.jpg,1,car
854,"[['clock', 0.4088550806045532], ['bicycle', 0.25974929332733154]]",e3598bf3-2d07-407d-9b8c-e3bf5f5a9caa,yolov5n,"[640, 480]",6863.36,6863.36,218.76,15.77,80.98502604166666,6863.3612333454475,8106854318_06c1cc0fc3_z_degraded.jpg,1,bicycle
855,"[['bicycle', 0.7664695382118225]]",e3598bf3-2d07-407d-9b8c-e3bf5f5a9caa,yolov8n,"[640, 480]",6863.36,6863.36,218.76,15.77,80.98502604166666,6863.3612333454475,8106854318_06c1cc0fc3_z_degraded.jpg,1,bicycle
856,"[['person', 0.8356652855873108], ['person', 0.7896620035171509], ['person', 0.6204677224159241], ['person', 0.3316326141357422], ['person', 0.3177308142185211]]",03f48aea-c4c3-42d5-b5b9-faa6c69dd43b,yolov5n,"[640, 420]",5358.04,5358.04,192.48,0.0,67.91889880952381,5358.0431497389045,3954929491_6e95503c3d_z_degraded.jpg,1,person
857,"[['person', 0.8820852041244507], ['person', 0.8636839389801025], ['person', 0.8227782249450684], ['person', 0.6127188205718994], ['person', 0.5858688354492188], ['person', 0.46394890546798706], ['person', 0.42812448740005493], ['person', 0.4178556203842163], ['person', 0.39362773299217224], ['person', 0.38337984681129456], ['baseball glove', 0.3769753873348236], ['person', 0.35044971108436584], ['person', 0.3253684341907501], ['person', 0.2846815586090088]]",03f48aea-c4c3-42d5-b5b9-faa6c69dd43b,yolov8n,"[640, 420]",5358.04,5358.04,192.48,0.0,67.91889880952381,5358.0431497389045,3954929491_6e95503c3d_z_degraded.jpg,1,person
858,"[['bicycle', 0.33832117915153503]]",7415533a-6f26-48ae-ae1f-33aed7508021,yolov5n,"[640, 427]",2359.41,2359.41,144.58,135.72,25.02781030444965,2359.4077514819833,11484364375_4180af41fc_z_degraded.jpg,1,bicycle
859,"[['bicycle', 0.7914466261863708]]",7415533a-6f26-48ae-ae1f-33aed7508021,yolov8n,"[640, 427]",2359.41,2359.41,144.58,135.72,25.02781030444965,2359.4077514819833,11484364375_4180af41fc_z_degraded.jpg,1,bicycle
860,"[['bicycle', 0.321422278881073]]",d959d0bb-1da9-4023-891d-3d6c96013a3e,yolov5n,"[640, 640]",8203.97,8203.97,182.78,58.05,44.7900390625,8203.973811453763,10218081326_b6a2dd98f5_z_degraded.jpg,0,car
861,[],d959d0bb-1da9-4023-891d-3d6c96013a3e,yolov8n,"[640, 640]",8203.97,8203.97,182.78,58.05,44.7900390625,8203.973811453763,10218081326_b6a2dd98f5_z_degraded.jpg,0,car
862,"[['bicycle', 0.33046308159828186], ['person', 0.3189071714878082]]",56d500fe-918a-4c20-b0d0-57cc054cb102,yolov5n,"[640, 427]",1226.29,1226.29,194.62,45.0,53.79683840749414,1226.2922591092497,51712355_49c2e95899_z_degraded.jpg,1,bicycle
863,"[['motorcycle', 0.5959076285362244], ['person', 0.519286572933197], ['bicycle', 0.44225817918777466], ['person', 0.34197402000427246], ['motorcycle', 0.3024808168411255]]",56d500fe-918a-4c20-b0d0-57cc054cb102,yolov8n,"[640, 427]",1226.29,1226.29,194.62,45.0,53.79683840749414,1226.2922591092497,51712355_49c2e95899_z_degraded.jpg,1,bicycle
864,"[['car', 0.3436017334461212]]",277b0bac-e135-4efe-ace1-a5d6e6515286,yolov5n,"[640, 494]",9247.32,9247.32,171.43,45.82,45.92200151821862,9247.315500857987,3141821008_3743fb8be5_z_degraded.jpg,1,car
865,"[['truck', 0.8165857791900635], ['car', 0.7559909820556641], ['car', 0.45478546619415283]]",277b0bac-e135-4efe-ace1-a5d6e6515286,yolov8n,"[640, 494]",9247.32,9247.32,171.43,45.82,45.92200151821862,9247.315500857987,3141821008_3743fb8be5_z_degraded.jpg,1,car
866,"[['person', 0.9132971167564392], ['person', 0.5510891079902649]]",60d08dc3-3a11-47c6-ac81-0279835808ac,yolov5n,"[640, 498]",974.75,974.75,117.94,88.96,71.74385040160642,974.7501233684799,2365652301_0de626bd97_z_degraded.jpg,1,person
867,"[['person', 0.8982883095741272], ['person', 0.8228362202644348], ['suitcase', 0.25474080443382263]]",60d08dc3-3a11-47c6-ac81-0279835808ac,yolov8n,"[640, 498]",974.75,974.75,117.94,88.96,71.74385040160642,974.7501233684799,2365652301_0de626bd97_z_degraded.jpg,1,person
868,"[['microwave', 0.8331727385520935], ['person', 0.7370568513870239], ['oven', 0.6859622001647949]]",2ec1633d-9fc3-4427-8071-d97af73dc654,yolov5n,"[428, 639]",1120.61,1120.61,162.1,76.13,41.822795547950214,1120.613420883282,10915137264_e8c23d54b4_z_degraded.jpg,1,person
869,"[['refrigerator', 0.8824011087417603], ['person', 0.8681915402412415], ['microwave', 0.740095317363739], ['oven', 0.6411370038986206], ['bowl', 0.5921733379364014], ['refrigerator', 0.46008065342903137], ['oven', 0.4365268051624298], ['dining table', 0.3559218943119049], ['refrigerator', 0.34348583221435547]]",2ec1633d-9fc3-4427-8071-d97af73dc654,yolov8n,"[428, 639]",1120.61,1120.61,162.1,76.13,41.822795547950214,1120.613420883282,10915137264_e8c23d54b4_z_degraded.jpg,1,person
870,"[['elephant', 0.3857992887496948]]",1218df29-5f6f-480c-806e-6de0de05fbf0,yolov5n,"[640, 384]",583.89,583.89,218.73,80.36,69.981689453125,583.8890044291646,9031823026_3e55960d76_z_degraded.jpg,0,dog
871,"[['bear', 0.5109395384788513], ['dog', 0.466480553150177]]",1218df29-5f6f-480c-806e-6de0de05fbf0,yolov8n,"[640, 384]",583.89,583.89,218.73,80.36,69.981689453125,583.8890044291646,9031823026_3e55960d76_z_degraded.jpg,1,dog
872,"[['truck', 0.30779653787612915]]",2d12d615-6c8a-4407-a256-0d9d25eabb26,yolov5n,"[640, 480]",3056.2,3056.2,144.1,122.89,14.787760416666668,3056.202515211221,6431153899_9ac59a36b4_z_degraded.jpg,0,car
873,"[['car', 0.7687321305274963]]",2d12d615-6c8a-4407-a256-0d9d25eabb26,yolov8n,"[640, 480]",3056.2,3056.2,144.1,122.89,14.787760416666668,3056.202515211221,6431153899_9ac59a36b4_z_degraded.jpg,1,car
874,"[['person', 0.6148943901062012], ['person', 0.6077697277069092], ['person', 0.2985506057739258]]",930f9c2d-2b1f-45a5-b289-0b19cfa7f548,yolov5n,"[640, 427]",1269.9,1269.9,176.67,130.02,41.34001756440281,1269.9033873707842,15392489891_905432249f_z_degraded.jpg,1,person
875,"[['person', 0.9332262277603149], ['person', 0.7807685136795044], ['person', 0.7534655928611755], ['person', 0.3845953047275543], ['chair', 0.36319711804389954], ['bench', 0.33485129475593567], ['person', 0.26911863684654236]]",930f9c2d-2b1f-45a5-b289-0b19cfa7f548,yolov8n,"[640, 427]",1269.9,1269.9,176.67,130.02,41.34001756440281,1269.9033873707842,15392489891_905432249f_z_degraded.jpg,1,person
876,"[['motorcycle', 0.3504766821861267]]",2be9608a-bd6d-4dac-aedc-571edbf2cd07,yolov5n,"[639, 425]",3836.53,3836.53,163.46,52.13,47.57175734143423,3836.5329193383495,6141562070_11880edf2e_z_degraded.jpg,0,bicycle
877,"[['person', 0.665828287601471], ['person', 0.6411684155464172], ['motorcycle', 0.43072623014450073], ['motorcycle', 0.4161328673362732], ['person', 0.26255062222480774]]",2be9608a-bd6d-4dac-aedc-571edbf2cd07,yolov8n,"[639, 425]",3836.53,3836.53,163.46,52.13,47.57175734143423,3836.5329193383495,6141562070_11880edf2e_z_degraded.jpg,0,bicycle
878,"[['bicycle', 0.5080682039260864], ['person', 0.48966512084007263]]",876a86da-311c-4c71-815e-81ed7ecacecc,yolov5n,"[504, 640]",2337.55,2337.55,184.81,36.69,46.586681547619044,2337.548565977148,3747524_f07f508ba9_z_degraded.jpg,1,bicycle
879,"[['person', 0.7744958996772766], ['bicycle', 0.7237058877944946], ['bus', 0.5083693861961365], ['car', 0.45338642597198486], ['car', 0.44140705466270447], ['car', 0.35285571217536926]]",876a86da-311c-4c71-815e-81ed7ecacecc,yolov8n,"[504, 640]",2337.55,2337.55,184.81,36.69,46.586681547619044,2337.548565977148,3747524_f07f508ba9_z_degraded.jpg,1,bicycle
880,[],2dfefde2-4a90-45f2-81e8-4d1e312af10f,yolov5n,"[639, 428]",397.77,397.77,206.31,31.45,50.60440524768549,397.7675893750921,13073061203_f7d640a8b3_z_degraded.jpg,0,dog
881,"[['dog', 0.6412168145179749], ['bed', 0.4929060935974121]]",2dfefde2-4a90-45f2-81e8-4d1e312af10f,yolov8n,"[639, 428]",397.77,397.77,206.31,31.45,50.60440524768549,397.7675893750921,13073061203_f7d640a8b3_z_degraded.jpg,1,dog
